Mouse 	Cage 	Day	Gender	Co_Housed	Genotype	Treatment_Grp	Treatment_1	Treatment_2	Colonization_stat630	CFU_g	Experiment 
713_5	713	42	female	no	WT	630_VPI 	630	VPI	colonized	84000000	2013
714_1	714	1	female	no	WT	630_Mock	630	mock	cleared 	62000000	2013
714_1	714	4	female	no	WT	630_Mock	630	mock	cleared 	70000000	2013
714_1	714	7	female	no	WT	630_Mock	630	mock	cleared 	1200000	2013
714_1	714	10	female	no	WT	630_Mock	630	mock	cleared 	40000	2013
714_1	714	13	female	no	WT	630_Mock	630	mock	cleared 	36000	2013
714_1	714	16	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	19	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	22	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	25	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	28	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	31	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	34	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	37	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	40	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_1	714	42	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	1	female	no	WT	630_Mock	630	mock	cleared 	20000000	2013
714_2	714	4	female	no	WT	630_Mock	630	mock	cleared 	36000000	2013
714_2	714	7	female	no	WT	630_Mock	630	mock	cleared 	1000000	2013
714_2	714	10	female	no	WT	630_Mock	630	mock	cleared 	10000	2013
714_2	714	13	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	16	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	19	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	22	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	25	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	28	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	31	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	34	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	37	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	40	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_2	714	42	female	no	WT	630_Mock	630	mock	cleared 	100	2013
714_3	714	1	female	no	WT	630_VPI 	630	VPI	cleared 	51000000	2013
714_3	714	4	female	no	WT	630_VPI 	630	VPI	cleared 	69000000	2013
714_3	714	7	female	no	WT	630_VPI 	630	VPI	cleared 	400000	2013
714_3	714	10	female	no	WT	630_VPI 	630	VPI	cleared 	30000	2013
714_3	714	13	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	16	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	19	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	22	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	25	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	28	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	31	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	34	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	37	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	40	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_3	714	42	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	1	female	no	WT	630_VPI 	630	VPI	cleared 	19500000	2013
714_4	714	4	female	no	WT	630_VPI 	630	VPI	cleared 	42000000	2013
714_4	714	7	female	no	WT	630_VPI 	630	VPI	cleared 	8100000	2013
714_4	714	10	female	no	WT	630_VPI 	630	VPI	cleared 	10000	2013
714_4	714	13	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	16	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	19	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	22	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	25	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	28	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	31	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	34	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	37	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	40	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
714_4	714	42	female	no	WT	630_VPI 	630	VPI	cleared 	100	2013
715_1	715	1	female	no	WT	630_Mock	630	mock	colonized	58000000	2013
715_1	715	4	female	no	WT	630_Mock	630	mock	colonized	9400000	2013
715_1	715	7	female	no	WT	630_Mock	630	mock	colonized	3900000	2013
715_1	715	10	female	no	WT	630_Mock	630	mock	colonized	4500000	2013
715_1	715	13	female	no	WT	630_Mock	630	mock	colonized	500000	2013
715_1	715	16	female	no	WT	630_Mock	630	mock	colonized	370000	2013
715_1	715	19	female	no	WT	630_Mock	630	mock	colonized	10600000	2013
715_1	715	22	female	no	WT	630_Mock	630	mock	colonized	6500000	2013
715_1	715	25	female	no	WT	630_Mock	630	mock	colonized	8900000	2013
715_1	715	28	female	no	WT	630_Mock	630	mock	colonized	3100000	2013
715_1	715	31	female	no	WT	630_Mock	630	mock	colonized	9900000	2013
715_1	715	34	female	no	WT	630_Mock	630	mock	colonized	5900000	2013
715_1	715	37	female	no	WT	630_Mock	630	mock	colonized	12600000	2013
715_1	715	40	female	no	WT	630_Mock	630	mock	colonized	191000	2013
715_1	715	42	female	no	WT	630_Mock	630	mock	colonized	NA	2013
715_2	715	1	female	no	WT	630_Mock	630	mock	colonized	62000000	2013
715_2	715	4	female	no	WT	630_Mock	630	mock	colonized	10900000	2013
715_2	715	7	female	no	WT	630_Mock	630	mock	colonized	32000000	2013
715_2	715	10	female	no	WT	630_Mock	630	mock	colonized	5100000	2013
715_2	715	13	female	no	WT	630_Mock	630	mock	colonized	70000	2013
715_2	715	16	female	no	WT	630_Mock	630	mock	colonized	1630000	2013
715_2	715	19	female	no	WT	630_Mock	630	mock	colonized	228000	2013
715_2	715	22	female	no	WT	630_Mock	630	mock	colonized	4900000	2013
715_2	715	25	female	no	WT	630_Mock	630	mock	colonized	1090000	2013
715_2	715	28	female	no	WT	630_Mock	630	mock	colonized	1180000	2013
715_2	715	31	female	no	WT	630_Mock	630	mock	colonized	720000	2013
715_2	715	34	female	no	WT	630_Mock	630	mock	colonized	100000	2013
715_2	715	37	female	no	WT	630_Mock	630	mock	colonized	1790000	2013
715_2	715	40	female	no	WT	630_Mock	630	mock	colonized	88000	2013
715_2	715	42	female	no	WT	630_Mock	630	mock	colonized	23300000	2013
715_3	715	1	female	no	WT	630_VPI 	630	VPI	colonized	49000000	2013
715_3	715	4	female	no	WT	630_VPI 	630	VPI	colonized	11100000	2013
715_3	715	7	female	no	WT	630_VPI 	630	VPI	colonized	9300000	2013
715_3	715	10	female	no	WT	630_VPI 	630	VPI	colonized	6100000	2013
715_3	715	13	female	no	WT	630_VPI 	630	VPI	colonized	50000	2013
715_3	715	16	female	no	WT	630_VPI 	630	VPI	colonized	3800000	2013
715_3	715	19	female	no	WT	630_VPI 	630	VPI	colonized	6700000	2013
715_3	715	22	female	no	WT	630_VPI 	630	VPI	colonized	3600000	2013
715_3	715	25	female	no	WT	630_VPI 	630	VPI	colonized	420000	2013
715_3	715	28	female	no	WT	630_VPI 	630	VPI	colonized	8100000	2013
715_3	715	31	female	no	WT	630_VPI 	630	VPI	colonized	480000	2013
715_3	715	34	female	no	WT	630_VPI 	630	VPI	colonized	1470000	2013
715_3	715	37	female	no	WT	630_VPI 	630	VPI	colonized	1140000	2013
715_3	715	40	female	no	WT	630_VPI 	630	VPI	colonized	1780000	2013
715_3	715	42	female	no	WT	630_VPI 	630	VPI	colonized	NA	2013
715_4	715	1	female	no	WT	630_VPI 	630	VPI	colonized	20900000	2013
715_4	715	4	female	no	WT	630_VPI 	630	VPI	colonized	NA	2013
715_4	715	7	female	no	WT	630_VPI 	630	VPI	colonized	30000000	2013
715_4	715	10	female	no	WT	630_VPI 	630	VPI	colonized	4000000	2013
715_4	715	13	female	no	WT	630_VPI 	630	VPI	colonized	900000	2013
715_4	715	16	female	no	WT	630_VPI 	630	VPI	colonized	720000	2013
715_4	715	19	female	no	WT	630_VPI 	630	VPI	colonized	1800000	2013
715_4	715	22	female	no	WT	630_VPI 	630	VPI	colonized	430000	2013
715_4	715	25	female	no	WT	630_VPI 	630	VPI	colonized	230000	2013
715_4	715	28	female	no	WT	630_VPI 	630	VPI	colonized	113000	2013
715_4	715	31	female	no	WT	630_VPI 	630	VPI	colonized	144000	2013
715_4	715	34	female	no	WT	630_VPI 	630	VPI	colonized	89000	2013
715_4	715	37	female	no	WT	630_VPI 	630	VPI	colonized	23000	2013
715_4	715	40	female	no	WT	630_VPI 	630	VPI	colonized	7100	2013
715_4	715	42	female	no	WT	630_VPI 	630	VPI	colonized	NA	2013
715_5	715	1	female	no	WT	630_VPI 	630	VPI	colonized	53000000	2013
715_5	715	4	female	no	WT	630_VPI 	630	VPI	colonized	47000000	2013
715_5	715	7	female	no	WT	630_VPI 	630	VPI	colonized	37000000	2013
715_5	715	10	female	no	WT	630_VPI 	630	VPI	colonized	2500000	2013
715_5	715	13	female	no	WT	630_VPI 	630	VPI	colonized	200000	2013
715_5	715	16	female	no	WT	630_VPI 	630	VPI	colonized	1340000	2013
715_5	715	19	female	no	WT	630_VPI 	630	VPI	colonized	9200000	2013
715_5	715	22	female	no	WT	630_VPI 	630	VPI	colonized	6500000	2013
715_5	715	25	female	no	WT	630_VPI 	630	VPI	colonized	1900000	2013
715_5	715	28	female	no	WT	630_VPI 	630	VPI	colonized	10700000	2013
715_5	715	31	female	no	WT	630_VPI 	630	VPI	colonized	11600000	2013
715_5	715	34	female	no	WT	630_VPI 	630	VPI	colonized	420000	2013
715_5	715	37	female	no	WT	630_VPI 	630	VPI	colonized	4300000	2013
715_5	715	40	female	no	WT	630_VPI 	630	VPI	colonized	850000	2013
715_5	715	42	female	no	WT	630_VPI 	630	VPI	colonized	NA	2013
124_1	124	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_1	124	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_1	124	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_1	124	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_1	124	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_2	124	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_2	124	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_2	124	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_2	124	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_2	124	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_3	124	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_3	124	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_3	124	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_3	124	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
124_3	124	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_1	1157	2	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_1	1157	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_1	1157	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_1	1157	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_1	1157	40	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_2	1157	2	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_2	1157	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_2	1157	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_2	1157	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1157_2	1157	40	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
126_1	126	2	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_1	126	7	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_1	126	17	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_1	126	31	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_1	126	40	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_2	126	2	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_2	126	7	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_2	126	17	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_2	126	31	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
126_2	126	40	male	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_4	1188	2	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_4	1188	7	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_4	1188	17	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_4	1188	31	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_4	1188	40	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_5	1188	2	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_5	1188	7	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_5	1188	17	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_5	1188	31	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1188_5	1188	40	male	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
127_1	127	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_1	127	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_1	127	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_1	127	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_1	127	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_2	127	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_2	127	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_2	127	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_2	127	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_2	127	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_3	127	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_3	127	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_3	127	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_3	127	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_3	127	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_4	127	2	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_4	127	7	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_4	127	17	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_4	127	31	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
127_4	127	40	female	yes	RAG	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_1	1167	2	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_1	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_1	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_1	1167	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_1	1167	40	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_2	1167	2	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_2	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_2	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_2	1167	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_2	1167	40	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_3	1167	2	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_3	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_3	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_3	1167	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_3	1167	40	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_4	1167	2	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_4	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_4	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_4	1167	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
1167_4	1167	40	female	yes	WT	Naive_VPI	mock	VPI	unchallenged	100	2015
125_1	125	2	female	yes	RAG	630_VPI 	630	VPI	colonized	83000000	2015
125_1	125	7	female	yes	RAG	630_VPI 	630	VPI	colonized	99000000	2015
125_1	125	17	female	yes	RAG	630_VPI 	630	VPI	colonized	7500000	2015
125_1	125	31	female	yes	RAG	630_VPI 	630	VPI	colonized	14400000	2015
125_1	125	40	female	yes	RAG	630_VPI 	630	VPI	colonized	880000	2015
125_2	125	2	female	yes	RAG	630_VPI 	630	VPI	colonized	27000000	2015
125_2	125	7	female	yes	RAG	630_VPI 	630	VPI	colonized	15000000	2015
125_2	125	17	female	yes	RAG	630_VPI 	630	VPI	colonized	15200000	2015
125_2	125	31	female	yes	RAG	630_VPI 	630	VPI	colonized	27300000	2015
125_2	125	40	female	yes	RAG	630_VPI 	630	VPI	colonized	6500000	2015
125_3	125	2	female	yes	RAG	630_VPI 	630	VPI	colonized	36000000	2015
125_3	125	7	female	yes	RAG	630_VPI 	630	VPI	colonized	15000000	2015
125_3	125	17	female	yes	RAG	630_VPI 	630	VPI	colonized	18000000	2015
125_3	125	31	female	yes	RAG	630_VPI 	630	VPI	colonized	7500000	2015
125_3	125	40	female	yes	RAG	630_VPI 	630	VPI	colonized	20000	2015
1187_3	1187	2	female	yes	WT	630_VPI 	630	VPI	colonized	150000000	2015
1187_3	1187	7	female	yes	WT	630_VPI 	630	VPI	colonized	3000000	2015
1187_3	1187	17	female	yes	WT	630_VPI 	630	VPI	colonized	19200000	2015
1187_3	1187	31	female	yes	WT	630_VPI 	630	VPI	colonized	28200000	2015
1187_3	1187	40	female	yes	WT	630_VPI 	630	VPI	colonized	9800000	2015
1187_4	1187	2	female	yes	WT	630_VPI 	630	VPI	colonized	25000000	2015
1187_4	1187	7	female	yes	WT	630_VPI 	630	VPI	colonized	21000000	2015
1187_4	1187	17	female	yes	WT	630_VPI 	630	VPI	colonized	27600000	2015
1187_4	1187	31	female	yes	WT	630_VPI 	630	VPI	colonized	24700000	2015
1187_4	1187	40	female	yes	WT	630_VPI 	630	VPI	colonized	3400000	2015
1187_5	1187	2	female	yes	WT	630_VPI 	630	VPI	colonized	152000000	2015
1187_5	1187	7	female	yes	WT	630_VPI 	630	VPI	colonized	11000000	2015
1187_5	1187	17	female	yes	WT	630_VPI 	630	VPI	colonized	10000000	2015
1187_5	1187	31	female	yes	WT	630_VPI 	630	VPI	colonized	28100000	2015
1187_5	1187	40	female	yes	WT	630_VPI 	630	VPI	colonized	5000000	2015
161_3	161	2	male	yes	WT	630_VPI 	630	VPI	colonized	48000000	2015
161_3	161	7	male	yes	WT	630_VPI 	630	VPI	colonized	15000000	2015
161_3	161	17	male	yes	WT	630_VPI 	630	VPI	colonized	4000000	2015
161_3	161	31	male	yes	WT	630_VPI 	630	VPI	colonized	220000	2015
161_3	161	40	male	yes	WT	630_VPI 	630	VPI	colonized	900	2015
161_4	161	2	male	yes	RAG	630_VPI 	630	VPI	colonized	126000000	2015
161_4	161	7	male	yes	RAG	630_VPI 	630	VPI	colonized	25000000	2015
161_4	161	17	male	yes	RAG	630_VPI 	630	VPI	colonized	5800000	2015
161_4	161	31	male	yes	RAG	630_VPI 	630	VPI	colonized	10700000	2015
161_4	161	40	male	yes	RAG	630_VPI 	630	VPI	colonized	6000000	2015
1158_1	1158	2	male	yes	WT	630_VPI 	630	VPI	colonized	23000000	2015
1158_1	1158	7	male	yes	WT	630_VPI 	630	VPI	colonized	6000000	2015
1158_1	1158	17	male	yes	WT	630_VPI 	630	VPI	colonized	9000000	2015
1158_1	1158	31	male	yes	WT	630_VPI 	630	VPI	colonized	2700000	2015
1158_1	1158	40	male	yes	WT	630_VPI 	630	VPI	colonized	710000	2015
1158_2	1158	2	male	yes	WT	630_VPI 	630	VPI	colonized	197000000	2015
1158_2	1158	7	male	yes	WT	630_VPI 	630	VPI	colonized	63000000	2015
1158_2	1158	17	male	yes	WT	630_VPI 	630	VPI	colonized	13100000	2015
1158_2	1158	31	male	yes	WT	630_VPI 	630	VPI	colonized	3300000	2015
1158_2	1158	40	male	yes	WT	630_VPI 	630	VPI	colonized	80000	2015
1158_3	1158	2	male	yes	RAG	630_VPI 	630	VPI	colonized	161000000	2015
1158_3	1158	7	male	yes	RAG	630_VPI 	630	VPI	colonized	35000000	2015
1158_3	1158	17	male	yes	RAG	630_VPI 	630	VPI	colonized	100000	2015
1158_3	1158	31	male	yes	RAG	630_VPI 	630	VPI	colonized	700	2015
1158_3	1158	40	male	yes	RAG	630_VPI 	630	VPI	colonized	100	2015
