Mouse 	Cage	Gender	Co_Housed	Genotype	Treatment_Grp	Treatment_1	Treatment_2	Colonization_stat	Day	Percent_weightD0	Experiment
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	16	100.00	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	17	98.91	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	19	101.09	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	20	102.19	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	22	101.64	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	23	98.91	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	25	99.45	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	26	97.81	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	28	101.09	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	29	100.00	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	31	102.19	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	33	103.28	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	34	101.64	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	36	106.56	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	37	105.46	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	40	104.92	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	41	92.35	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	0	100.00	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	1	101.20	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	2	102.40	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	3	102.40	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	4	93.41	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	5	91.62	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	6	94.01	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	7	97.01	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	8	100.60	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	9	100.60	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	10	101.80	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	11	101.80	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	12	100.60	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	13	101.20	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	14	102.40	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	16	107.78	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	17	104.79	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	19	103.59	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	20	108.38	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	22	110.78	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	23	107.19	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	25	110.18	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	26	108.98	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	28	111.38	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	29	110.18	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	31	110.78	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	33	114.37	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	34	111.98	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	36	113.17	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	37	116.77	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	40	112.57	2013
715_4	715	female	no	WT	630_VPI 	630	VPI	colonized 	41	99.40	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	0	100.00	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	1	98.88	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	2	98.88	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	3	100.00	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	4	98.32	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	5	93.30	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	6	94.41	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	7	95.53	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	8	98.32	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	9	99.44	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	10	98.88	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	11	99.44	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	12	97.21	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	13	100.00	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	14	100.00	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	16	101.68	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	17	104.47	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	19	108.94	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	20	109.50	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	22	104.47	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	23	103.35	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	25	108.94	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	26	104.47	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	28	108.94	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	29	107.82	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	31	107.26	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	33	111.73	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	34	108.94	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	36	110.61	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	37	113.41	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	40	111.17	2013
715_5	715	female	no	WT	630_VPI 	630	VPI	colonized 	41	99.44	2013
